loan_id,borrower_id,borrower_name,original_principal,current_balance,interest_rate,origination_date,maturity_date,loan_term_months,payment_status,days_past_due,property_state,loan_purpose,property_type,credit_score,ltv_ratio,dti_ratio,document_status,last_updated_at,source_system,servicer_name
LN-000260,BR-001194,Divya Trivedi,117245.14,80656.7,10.413,2025-08-09,2050-08-10,300,Current,0,NH,CashOutRefi,Townhouse,685,0.492,0.449,Complete,2026-07-16T09:00:00Z,OriginationCore,ServicerX
LN-000261,BR-002247,Arjun Sharma,228985.77,135569.57,11.866,2025-07-05,2045-07-05,240,Current,0,CT,CashOutRefi,Condo,601,0.7602,0.4599,Complete,2026-07-27T09:00:00Z,OriginationCore,ServicerX
LN-000262,BR-000144,Aditya Verma,582508.58,535294.99,12.939,2021-06-08,2041-06-08,240,Current,0,OH,CashOutRefi,Townhouse,614,0.9332,0.3942,Complete,2026-08-25T09:00:00Z,OriginationCore,AtlasLoanCare
LN-000263,BR-001973,Siddharth Chauhan,494940.83,339653.63,12.254,2021-07-12,2046-07-13,300,Current,0,MD,CashOutRefi,Townhouse,646,0.4856,0.1537,Complete,2026-08-04T09:00:00Z,OriginationCore,ServicerX
LN-000264,BR-001955,Rohan Sharma,448818.26,428944.09,11.807,2023-03-11,2043-03-11,240,Current,0,RI,Refinance,SingleFamily,720,0.6055,0.2941,Complete,2026-07-09T09:00:00Z,OriginationCore,MeridianServicing
LN-000265,BR-001078,Meera Sethi,657697.29,601469.31,10.191,2024-07-29,2039-07-30,180,Current,0,ME,CashOutRefi,Townhouse,628,0.8694,0.2138,Complete,2026-08-12T09:00:00Z,OriginationCore,AtlasLoanCare
LN-000266,BR-000624,Arjun Kulkarni,,177966.94,3.255,2021-04-30,2046-05-01,300,Current,0,ME,CashOutRefi,Condo,763,0.6411,0.1529,Complete,2026-08-25T09:00:00Z,OriginationCore,ServicerX
LN-000267,BR-001900,Arjun Verma,340625.93,307164.01,3.923,2023-12-21,2048-12-21,300,Current,0,AR,CashOutRefi,Townhouse,598,0.6988,0.2136,Pending,2026-08-03T09:00:00Z,OriginationCore,MeridianServicing
LN-000268,BR-001815,Karan Iyer,153667.32,101350.27,5.291,2026-04-07,2051-04-08,300,30-59 Days,53,WY,Purchase,Condo,701,0.614,0.4864,Pending,2026-07-08T09:00:00Z,OriginationCore,ServicerX
LN-000269,BR-000893,Rahul Chauhan,265315.83,169122.5,10.278,2025-01-13,2035-01-13,120,Current,0,AL,Refinance,MultiFamily,729,0.4658,0.4262,Complete,2026-08-23T09:00:00Z,OriginationCore,ServicerX
LN-000270,BR-000646,Dev Nair,635145.56,564740.11,10.888,2021-01-28,2051-01-29,360,Current,0,WI,Purchase,SingleFamily,671,0.7545,0.3955,Complete,2026-08-11T09:00:00Z,OriginationCore,ServicerX
LN-000271,BR-001797,Sneha Sharma,319228.63,266123.11,10.926,2023-10-18,2048-10-18,300,Current,0,WA,Refinance,MultiFamily,810,0.4217,0.3973,Complete,2026-08-04T09:00:00Z,OriginationCore,AtlasLoanCare
LN-000272,BR-001128,Aman Kulkarni,531696.47,368157.05,4.844,2024-04-11,2049-04-12,300,Current,0,NH,CashOutRefi,MultiFamily,718,0.6019,0.1503,Complete,2026-07-28T09:00:00Z,OriginationCore,MeridianServicing
LN-000273,BR-000260,Siddharth Malhotra,576774.42,474620.07,5.183,2026-03-13,2041-03-13,180,Current,0,WY,Refinance,MultiFamily,662,0.6254,0.2627,Complete,2026-08-06T09:00:00Z,OriginationCore,AtlasLoanCare
LN-000274,BR-000439,Dev Bose,759914.35,710015.96,4.136,2025-11-30,2035-11-30,120,Current,0,TX,Construction,MultiFamily,592,0.6015,0.3621,Complete,2026-08-14T09:00:00Z,OriginationCore,ServicerX
LN-000275,BR-001704,Aditya Iyer,447850.27,317439.61,12.472,2025-07-05,2050-07-06,300,Current,0,ND,Purchase,SingleFamily,793,0.5671,0.4806,Missing,2026-07-10T09:00:00Z,OriginationCore,ServicerX
LN-000276,BR-002335,Vikram Kulkarni,501911.89,392256.43,11.616,2023-10-25,2033-10-24,120,Current,0,WV,Purchase,MultiFamily,752,0.6523,0.3828,Pending,2026-08-11T09:00:00Z,OriginationCore,ServicerX
LN-000277,BR-001815,Aditya Verma,478988.86,375966.12,9.326,2021-11-26,2021-06-11,180,Current,0,MS,Construction,Townhouse,791,0.7992,0.3629,Complete,2026-07-19T09:00:00Z,OriginationCore,ServicerX
LN-000278,BR-000142,Rohan Trivedi,356007.26,346153.96,3.187,2023-07-23,2048-07-23,300,Current,0,MD,Purchase,MultiFamily,636,0.5182,0.2602,Complete,2026-08-26T09:00:00Z,OriginationCore,AtlasLoanCare
LN-000279,BR-000387,Arjun Gupta,522874.62,0.0,7.09,2020-09-02,2040-09-02,240,Paid Off,0,KY,CashOutRefi,Condo,639,0.5409,0.2551,Complete,2026-08-17T09:00:00Z,OriginationCore,AtlasLoanCare
LN-000280,BR-002361,Rahul Trivedi,665043.45,416368.47,10.386,2025-07-16,2040-07-16,180,60-89 Days,61,WA,Construction,SingleFamily,779,0.4308,0.4198,Complete,2026-07-05T09:00:00Z,OriginationCore,MeridianServicing
LN-000281,BR-000047,Nisha Iyer,789318.54,660835.51,6.505,2025-01-20,2050-01-21,300,Current,0,MA,Refinance,MultiFamily,708,0.7838,0.2036,Complete,2025-10-10T09:00:00Z,OriginationCore,MeridianServicing
LN-000282,BR-000542,Ishita Nair,126570.51,113407.44,8.472,2020-09-29,2045-09-30,300,Current,0,OK,Construction,MultiFamily,601,0.6192,0.3021,Complete,2026-08-17T09:00:00Z,OriginationCore,ServicerX
LN-000283,BR-002148,Karan Chauhan,464681.93,295669.53,3.824,2024-03-08,2049-03-09,300,Current,0,MA,Purchase,SingleFamily,751,0.6275,0.2778,Complete,2026-07-18T09:00:00Z,OriginationCore,MeridianServicing
LN-000284,BR-001812,Aman Kapoor,704229.1,495689.41,8.065,2026-02-18,2056-02-19,360,Current,0,IL,CashOutRefi,Condo,773,0.8007,0.18,Complete,2026-07-05T09:00:00Z,OriginationCore,ServicerX
LN-000285,BR-000456,Rohan Gupta,788439.5,438405.99,8.419,2024-10-01,2054-10-02,360,60-89 Days,70,IN,Refinance,Condo,719,0.6878,0.2405,Complete,2026-07-13T09:00:00Z,OriginationCore,AtlasLoanCare
LN-000286,BR-000179,Divya Mehta,370115.67,0.0,3.691,2026-03-14,2041-03-14,180,Paid Off,0,VT,CashOutRefi,SingleFamily,699,0.7601,0.1529,Complete,2026-07-24T09:00:00Z,OriginationCore,MeridianServicing
LN-000287,BR-001560,Kavya Reddy,66216.58,55339.9,13.395,2025-03-13,2045-03-13,240,90+ Days,152,RI,Purchase,Condo,630,0.6754,0.3103,Pending,2026-08-12T09:00:00Z,OriginationCore,ServicerX
LN-000288,BR-000644,Priya Rao,833929.6,638431.86,10.87,2023-08-19,2033-08-18,120,Current,0,SD,CashOutRefi,Condo,708,0.5517,0.1717,Complete,2026-07-10T09:00:00Z,OriginationCore,MeridianServicing
LN-000289,BR-000360,Nisha Desai,241745.29,174746.19,14.047,2023-04-07,2033-04-06,120,Current,0,NE,Refinance,Condo,689,0.9338,0.4684,Complete,2026-08-18T09:00:00Z,OriginationCore,AtlasLoanCare
LN-000290,BR-000566,Rohan Desai,604601.75,514504.84,13.46,2024-02-02,2039-02-02,180,Current,0,WY,Refinance,Condo,661,0.4373,0.3365,Complete,2026-08-14T09:00:00Z,OriginationCore,ServicerX
LN-000291,BR-001685,Rohan Gupta,668017.6,626104.86,11.575,2024-10-09,2044-10-09,240,Current,151,SD,CashOutRefi,Condo,779,0.5034,0.196,Complete,2026-07-31T09:00:00Z,OriginationCore,AtlasLoanCare
LN-000292,BR-000107,Aditya Nair,564763.83,458813.4,10.914,2023-05-31,2053-05-31,360,Current,0,FL,Construction,MultiFamily,627,0.8687,0.322,Complete,2026-08-12T09:00:00Z,OriginationCore,ServicerX
LN-000293,BR-001692,Karan Bose,397300.79,0.0,11.714,2026-01-16,2041-01-16,180,Closed,0,ID,Construction,Townhouse,756,0.5787,0.3101,Complete,2026-08-09T09:00:00Z,OriginationCore,MeridianServicing
LN-000294,BR-002197,Kavya Iyer,662170.78,637816.95,8.987,2022-02-20,2032-02-20,120,Current,0,NJ,Purchase,Condo,712,0.6958,0.4943,Complete,2026-07-21T09:00:00Z,OriginationCore,MeridianServicing
LN-000295,BR-001172,Tara Mehta,211372.79,198507.57,7.858,2025-11-08,2055-11-09,360,Current,0,VT,Refinance,Townhouse,792,0.7554,0.1817,Complete,2026-07-08T09:00:00Z,OriginationCore,ServicerX
LN-000296,BR-000828,Tara Nair,384106.71,215469.01,5.876,2024-11-20,2054-11-21,360,Current,0,VA,Purchase,SingleFamily,609,0.7884,0.3719,Complete,2026-07-28T09:00:00Z,OriginationCore,AtlasLoanCare
LN-000297,BR-000700,Ishita Menon,570261.65,451734.01,13.02,2020-09-01,2045-09-02,300,Current,0,HI,Refinance,Condo,776,0.7916,0.2969,Complete,2026-08-24T09:00:00Z,OriginationCore,MeridianServicing
LN-000298,BR-001037,Priya Gupta,149920.88,95837.63,8.723,2024-05-18,2044-05-18,240,30-59 Days,0,OH,Purchase,Townhouse,640,0.5193,0.3808,Complete,2026-07-18T09:00:00Z,OriginationCore,MeridianServicing
LN-000299,BR-000851,Arjun Mehta,258006.2,212260.94,4.705,2026-05-02,2036-05-01,120,Current,0,AZ,Refinance,SingleFamily,750,0.718,0.3611,Complete,2026-07-22T09:00:00Z,OriginationCore,ServicerX
LN-000300,BR-002345,Siddharth Mehta,404413.39,342020.42,14.112,2025-03-08,2035-03-08,120,Current,0,AZ,Purchase,MultiFamily,662,0.6027,0.2826,Complete,2026-07-18T09:00:00Z,OriginationCore,MeridianServicing
LN-000301,BR-001349,Kavya Sethi,298907.81,255755.25,9.033,2025-09-05,2055-09-06,360,Current,0,SC,Purchase,SingleFamily,726,0.8014,0.3701,Missing,2026-08-09T09:00:00Z,OriginationCore,MeridianServicing
LN-000302,BR-001450,Ananya Trivedi,412995.56,3646.82,9.47,2023-03-09,2053-03-09,360,Closed,0,WA,Construction,Townhouse,786,0.4989,0.3633,Complete,2026-07-21T09:00:00Z,OriginationCore,ServicerX
LN-000303,BR-000850,Aman Sethi,70388.78,42366.11,7.761,2025-01-29,2035-01-29,120,Current,0,MN,Refinance,SingleFamily,743,0.5107,0.2486,Complete,2026-07-03T09:00:00Z,OriginationCore,MeridianServicing
LN-000304,BR-001399,Nisha Menon,517494.56,310542.37,10.084,2020-09-21,2040-09-21,240,30-59 Days,30,ID,Refinance,MultiFamily,793,0.5859,0.3854,Pending,2026-08-05T09:00:00Z,OriginationCore,ServicerX
LN-000305,BR-001895,Manav Iyer,182078.35,169460.09,12.604,2021-01-02,2036-01-03,180,Current,0,OR,CashOutRefi,SingleFamily,633,0.7176,0.2661,Pending,2026-08-05T09:00:00Z,OriginationCore,MeridianServicing
LN-000306,BR-002189,Vikram Menon,288391.02,283428.46,9.965,2024-09-24,2034-09-24,120,Current,0,RI,Purchase,MultiFamily,760,0.8718,0.3984,Complete,2026-07-17T09:00:00Z,OriginationCore,ServicerX
LN-000307,BR-001239,Vikram Reddy,365846.04,249930.15,7.303,2023-09-28,2048-09-28,300,60-89 Days,61,WY,Refinance,SingleFamily,693,0.6783,0.4297,Pending,2026-07-24T09:00:00Z,OriginationCore,ServicerX
LN-000308,BR-001341,Ananya Reddy,835091.25,651702.12,12.455,2022-08-04,2037-08-04,180,30-59 Days,46,UT,Refinance,Condo,765,0.4201,0.2857,Pending,2026-07-08T09:00:00Z,OriginationCore,ServicerX
LN-000309,BR-001366,Tara Iyer,842486.74,683666.65,4.186,2022-12-02,2032-12-01,120,Current,0,AK,CashOutRefi,Condo,662,0.5103,0.2503,Complete,2026-08-21T09:00:00Z,OriginationCore,MeridianServicing
LN-000310,BR-002293,Kavya Reddy,176922.61,98495.11,5.376,2023-05-08,2033-05-07,120,Current,0,OK,CashOutRefi,MultiFamily,616,0.9188,0.4314,Complete,2026-07-18T09:00:00Z,OriginationCore,ServicerX
LN-000311,BR-000119,Dev Iyer,571273.45,425715.81,4.218,2022-11-30,2032-11-29,120,Current,0,CO,Construction,Townhouse,625,0.7876,0.4619,Complete,2026-08-18T09:00:00Z,OriginationCore,AtlasLoanCare
LN-000312,BR-002186,Meera Gupta,315574.55,272553.98,9.53,2022-06-02,2047-06-03,300,60-89 Days,62,VT,Construction,SingleFamily,696,0.5707,0.3755,Complete,2026-07-15T09:00:00Z,OriginationCore,MeridianServicing
LN-000313,BR-001606,Vikram Verma,172163.43,114237.88,12.071,2023-11-24,2038-11-24,180,Default,264,NJ,Construction,SingleFamily,596,0.6614,0.273,Complete,2026-08-03T09:00:00Z,OriginationCore,ServicerX
LN-000314,BR-000439,Ishita Kulkarni,563774.2,335609.24,10.469,2022-07-01,2042-07-01,240,Current,0,OH,Construction,Townhouse,731,0.6274,0.3673,Complete,2026-07-05T09:00:00Z,OriginationCore,MeridianServicing
LN-000315,BR-001784,Riya Verma,339607.03,275090.83,9.262,2025-08-31,2050-09-01,300,60-89 Days,67,ID,Purchase,Townhouse,609,0.7257,0.312,Complete,2026-07-07T09:00:00Z,OriginationCore,MeridianServicing
LN-000316,BR-001553,Ishita Banerjee,862500.93,515644.14,10.417,2022-12-14,2037-12-14,180,Current,0,CO,Refinance,Condo,807,0.7194,0.4142,Pending,2026-07-05T09:00:00Z,OriginationCore,ServicerX
,BR-000843,Ishita Joshi,501567.45,403405.6,9.558,2021-04-29,2036-04-29,180,Current,0,NV,CashOutRefi,SingleFamily,729,0.4045,0.4952,Complete,2026-08-14T09:00:00Z,OriginationCore,ServicerX
LN-000318,BR-002294,Aditya Reddy,363839.46,208616.82,12.904,2025-09-15,2045-09-15,240,Current,0,KS,Construction,Townhouse,740,0.575,0.284,Complete,2026-07-12T09:00:00Z,OriginationCore,AtlasLoanCare
LN-000319,BR-001709,Ananya Joshi,453640.7,326268.29,14.471,2024-06-17,2039-06-18,180,Current,0,FL,Purchase,SingleFamily,745,0.4086,0.4025,Complete,2026-08-03T09:00:00Z,OriginationCore,MeridianServicing
LN-000320,BR-001744,Aman Mehta,166637.23,154717.2,8.226,2025-06-16,2040-06-16,180,60-89 Days,73,OK,Construction,Townhouse,670,0.5242,0.2987,Complete,2026-07-07T09:00:00Z,OriginationCore,MeridianServicing
LN-000321,BR-001504,Arjun Iyer,278862.88,0.0,9.534,2020-10-11,2035-10-12,180,Paid Off,0,DE,Construction,SingleFamily,616,0.8016,0.3342,Pending,2024-03-23T09:00:00Z,OriginationCore,MeridianServicing
LN-000322,BR-000320,Siddharth Menon,494853.28,325564.85,6.594,2025-07-12,2050-07-13,300,Current,0,MI,Purchase,Townhouse,696,0.682,0.3142,Complete,2026-07-17T09:00:00Z,OriginationCore,MeridianServicing
LN-000323,BR-001246,Riya Pillai,295827.18,282828.65,3.706,2023-02-07,2043-02-07,240,Current,0,PA,Refinance,SingleFamily,748,0.9447,0.4331,Complete,2026-07-10T09:00:00Z,OriginationCore,MeridianServicing
LN-000324,BR-000543,Aman Pillai,157798.14,141206.56,6.165,2025-06-25,2050-06-26,300,Current,0,AL,Purchase,Condo,812,0.7255,0.2029,Complete,2026-08-10T09:00:00Z,OriginationCore,ServicerX
LN-000325,BR-000346,Ananya Trivedi,462180.74,429498.25,13.74,2023-10-04,2043-10-04,240,60-89 Days,64,NY,Construction,Townhouse,640,0.7634,0.4041,Complete,2026-08-05T09:00:00Z,OriginationCore,AtlasLoanCare
LN-000326,BR-001901,Nisha Banerjee,595921.93,358171.44,6.466,2025-10-18,2045-10-18,240,30-59 Days,53,WI,Refinance,Townhouse,754,0.7881,0.3161,Complete,2026-08-16T09:00:00Z,OriginationCore,MeridianServicing
LN-000327,BR-000169,Rahul Kulkarni,838139.15,711192.16,10.33,2023-03-03,2033-03-02,120,Current,0,SC,CashOutRefi,MultiFamily,649,0.5469,0.1844,Complete,2026-07-24T09:00:00Z,OriginationCore,MeridianServicing
LN-000328,BR-000737,Ishita Kulkarni,674166.44,428612.98,3.122,2023-09-11,2048-09-11,300,Current,0,CA,Purchase,Townhouse,605,0.6889,0.3899,Complete,2026-08-05T09:00:00Z,OriginationCore,AtlasLoanCare
LN-000329,BR-000889,Aman Reddy,214117.6,126426.63,11.143,2023-08-01,2043-08-01,240,Current,0,CO,Refinance,Townhouse,748,0.8201,0.3768,Pending,2026-07-19T09:00:00Z,OriginationCore,ServicerX
LN-000330,BR-001858,Divya Sethi,265335.38,255231.44,10.961,2024-05-04,2034-05-04,120,Current,0,KY,Refinance,SingleFamily,650,0.8274,0.284,Complete,2026-07-17T09:00:00Z,OriginationCore,ServicerX
LN-000331,BR-001609,Vikram Banerjee,201240.06,197405.57,4.247,2023-06-09,2043-06-09,240,Current,0,IN,Purchase,Townhouse,763,0.5424,0.1622,Complete,2026-08-14T09:00:00Z,OriginationCore,AtlasLoanCare
LN-000332,BR-000155,Nisha Pillai,65950.07,55217.4,4.743,2021-05-28,2041-05-28,240,Current,0,MT,Purchase,Townhouse,702,0.6398,0.4454,Complete,2026-08-26T09:00:00Z,OriginationCore,ServicerX
LN-000333,BR-001975,Rahul Menon,-52811.26,0.0,9.156,2023-11-15,2053-11-15,360,Paid Off,0,MI,CashOutRefi,Townhouse,594,0.7477,0.4856,Complete,2026-07-05T09:00:00Z,OriginationCore,AtlasLoanCare
LN-000334,BR-000724,Siddharth Iyer,765004.35,518353.04,14.126,2025-07-03,2045-07-03,240,30-59 Days,51,IL,CashOutRefi,Townhouse,809,0.4587,0.3911,Complete,2026-08-14T09:00:00Z,OriginationCore,AtlasLoanCare
LN-000335,BR-000977,Dev Malhotra,168951.51,146427.77,3.724,2024-04-12,2049-04-13,300,Current,0,NY,Construction,SingleFamily,589,0.5866,0.2682,Complete,2026-07-20T09:00:00Z,OriginationCore,MeridianServicing
LN-000336,BR-002198,Ananya Menon,736038.15,553267.34,5.679,2024-01-12,2034-01-11,120,Current,0,AZ,Refinance,Townhouse,747,0.4105,0.4675,Complete,2026-07-14T09:00:00Z,OriginationCore,ServicerX
LN-000337,BR-000399,Tara Trivedi,196411.66,134586.85,4.963,2026-03-31,2041-03-31,180,Current,0,CT,Purchase,Townhouse,732,0.8395,0.2272,Pending,2026-07-07T09:00:00Z,OriginationCore,MeridianServicing
LN-000338,BR-002236,Ananya Verma,325599.7,0.0,12.619,2021-11-24,2041-11-24,240,Closed,0,WI,Purchase,Condo,665,0.4348,0.2459,Complete,2026-07-21T09:00:00Z,OriginationCore,ServicerX
LN-000339,BR-000547,Rahul Trivedi,422862.03,0.0,7.326,2024-07-22,2044-07-22,240,Paid Off,0,AK,Construction,SingleFamily,581,0.404,0.4741,Complete,2026-08-24T09:00:00Z,OriginationCore,AtlasLoanCare
LN-000340,BR-000845,Ananya Pillai,639478.0,485648.68,9.015,2021-09-27,2041-09-27,240,60-89 Days,73,KS,Refinance,SingleFamily,732,0.499,0.325,Missing,2026-08-18T09:00:00Z,OriginationCore,AtlasLoanCare
LN-000341,BR-000392,Aman Rao,405967.99,257561.22,12.921,2022-07-04,2042-07-04,240,Current,0,NJ,Refinance,MultiFamily,593,0.5065,0.4288,Complete,2026-07-24T09:00:00Z,OriginationCore,MeridianServicing
LN-000342,BR-001492,Rohan Bose,185795.65,0.0,7.999,2024-06-05,2049-06-06,300,Paid Off,0,SC,Construction,SingleFamily,606,0.8072,0.4737,Complete,2026-08-23T09:00:00Z,OriginationCore,ServicerX
LN-000343,BR-001336,Manav Bose,110230.57,82201.27,11.591,2025-02-07,2050-02-08,300,Current,0,IA,Purchase,MultiFamily,638,0.4539,0.4082,Pending,2026-07-20T09:00:00Z,OriginationCore,MeridianServicing
LN-000344,BR-000886,Aman Gupta,450341.72,424138.63,5.048,2025-07-31,2040-07-31,180,Current,0,FL,Construction,Condo,741,0.5972,0.2444,Complete,2026-08-17T09:00:00Z,OriginationCore,ServicerX
LN-000345,BR-000702,Ishita Chauhan,288513.53,217780.14,13.194,2025-09-26,2055-09-27,360,Current,0,SD,Refinance,Condo,602,0.6264,0.3326,Pending,2026-07-31T09:00:00Z,OriginationCore,ServicerX
LN-000346,BR-001011,Karan Verma,761440.67,663373.06,7.994,2021-02-04,2051-02-05,360,Current,0,PA,Refinance,SingleFamily,686,0.9391,0.164,Complete,2026-07-10T09:00:00Z,OriginationCore,AtlasLoanCare
LN-000347,BR-000402,Tara Banerjee,501453.47,451873.62,5.766,2021-08-19,2031-08-19,120,Current,0,VT,Construction,Condo,613,0.5971,0.2337,Missing,2026-07-05T09:00:00Z,OriginationCore,ServicerX
LN-000348,BR-000100,Tara Gupta,187532.41,"1,25,000",11.876,2022-12-27,2047-12-28,300,Current,0,ID,CashOutRefi,Townhouse,760,0.7484,0.4511,Complete,2026-07-20T09:00:00Z,OriginationCore,AtlasLoanCare
LN-000349,BR-002222,Riya Bose,302101.48,258944.53,12.058,2026-01-15,2046-01-15,240,30-59 Days,32,SC,CashOutRefi,SingleFamily,711,0.9199,0.3861,Pending,2026-07-18T09:00:00Z,OriginationCore,ServicerX
LN-000350,BR-002289,Meera Kulkarni,445549.94,316888.71,11.157,2022-04-22,2047-04-23,300,Current,0,FL,CashOutRefi,Condo,718,0.4625,0.3175,Pending,2026-07-16T09:00:00Z,OriginationCore,AtlasLoanCare
LN-000351,BR-001136,Arjun Nair,322394.24,248749.41,7.287,2023-11-17,2038-11-17,180,Default,296,NY,Purchase,Townhouse,761,0.6925,0.4389,Pending,2026-07-30T09:00:00Z,OriginationCore,MeridianServicing
LN-000352,BR-000269,Sneha Gupta,729918.29,0.0,4.004,2022-04-12,2052-04-12,360,Paid Off,0,ID,CashOutRefi,SingleFamily,607,0.4906,0.1892,Complete,2026-07-06T09:00:00Z,OriginationCore,ServicerX
LN-000353,BR-000541,Dev Rao,299194.03,0.0,7.831,2026-02-25,2041-02-25,180,Closed,0,ME,Refinance,SingleFamily,585,0.8795,0.2313,Pending,2026-07-23T09:00:00Z,OriginationCore,AtlasLoanCare
LN-000354,BR-002172,Siddharth Gupta,541898.91,485651.28,8.267,2021-10-15,2041-10-15,240,Current,0,MD,Refinance,MultiFamily,638,0.6663,0.4898,Complete,2026-07-26T09:00:00Z,OriginationCore,ServicerX
LN-000355,BR-000659,Siddharth Joshi,291724.73,0.0,5.096,2022-06-12,2037-06-12,180,Paid Off,0,VA,Refinance,Condo,640,0.4643,0.4978,Complete,2026-07-18T09:00:00Z,OriginationCore,MeridianServicing
LN-000356,BR-001409,Ananya Rao,206822.1,116908.92,8.157,2022-04-05,2042-04-05,240,Current,0,OH,CashOutRefi,SingleFamily,815,0.4137,0.4759,Complete,2026-08-06T09:00:00Z,OriginationCore,MeridianServicing
LN-000357,BR-001211,Dev Joshi,53650.16,52537.69,14.15,2024-08-27,2044-08-27,240,30-59 Days,54,OR,Refinance,Townhouse,666,0.779,0.4061,Pending,2026-08-05T09:00:00Z,OriginationCore,ServicerX
LN-000358,BR-001464,Meera Verma,311869.87,286915.87,3.633,2025-02-04,2055-02-05,360,Current,0,PA,Refinance,MultiFamily,630,0.4124,0.3384,Complete,2026-07-29T09:00:00Z,OriginationCore,AtlasLoanCare
LN-000359,BR-000230,Aditya Malhotra,385260.07,314139.38,4.701,2020-08-31,2030-08-31,120,Current,0,MS,Construction,MultiFamily,583,0.5566,0.273,Missing,2026-07-25T09:00:00Z,OriginationCore,AtlasLoanCare
LN-000360,BR-001813,Rohan Mehta,668675.35,659810.56,12.265,2023-12-27,2033-12-26,120,Current,0,WA,Construction,Condo,793,0.7229,0.1801,Complete,2026-07-06T09:00:00Z,OriginationCore,MeridianServicing
LN-000361,BR-001540,Meera Sharma,106198.41,0.0,7.709,2022-08-24,2052-08-24,360,Closed,0,NE,Refinance,Townhouse,761,0.7124,0.4702,Complete,2026-07-09T09:00:00Z,OriginationCore,MeridianServicing
LN-000362,BR-002024,Siddharth Gupta,85897.98,78787.13,5.582,2020-11-26,2040-11-26,240,60-89 Days,85,AL,Refinance,MultiFamily,656,0.9258,0.442,Complete,2026-08-07T09:00:00Z,OriginationCore,AtlasLoanCare
LN-000363,BR-001003,Priya Reddy,202466.46,0.0,11.794,2021-09-23,2041-09-23,240,Paid Off,0,CA,CashOutRefi,Townhouse,724,0.6398,0.2403,Complete,2026-07-16T09:00:00Z,OriginationCore,AtlasLoanCare
LN-000364,BR-002383,Arjun Kapoor,485646.99,447729.24,6.676,2022-03-22,2032-03-21,120,Current,0,MN,Refinance,SingleFamily,649,0.5986,0.3727,Missing,2026-08-16T09:00:00Z,OriginationCore,ServicerX
LN-000365,BR-000794,Vikram Reddy,500170.48,0.0,9.886,2023-02-19,2043-02-19,240,Paid Off,0,OH,CashOutRefi,MultiFamily,791,0.8647,0.43,Complete,2026-07-25T09:00:00Z,OriginationCore,AtlasLoanCare
LN-000366,BR-002123,Rohan Rao,504257.27,309228.56,11.956,2025-05-01,2045-05-01,240,Current,0,MI,Refinance,SingleFamily,635,0.485,0.2274,Complete,2026-08-18T09:00:00Z,OriginationCore,AtlasLoanCare
LN-000367,BR-000538,Priya Banerjee,404744.32,0.0,7.004,2025-02-16,2055-02-17,360,Paid Off,0,FL,Construction,MultiFamily,624,0.7904,0.1601,Pending,2026-08-19T09:00:00Z,OriginationCore,ServicerX
LN-000368,BR-001741,Rahul Nair,634840.08,407776.86,3.216,2024-10-22,2039-10-23,180,Current,0,WI,Construction,SingleFamily,630,0.4593,0.4276,Complete,2026-08-21T09:00:00Z,OriginationCore,ServicerX
LN-000369,BR-000396,Rahul Trivedi,822249.9,561369.87,5.362,2025-01-26,2050-01-27,300,Current,0,ID,CashOutRefi,SingleFamily,603,0.4801,0.4112,Complete,2026-08-26T09:00:00Z,OriginationCore,AtlasLoanCare
LN-000370,BR-002069,Riya Nair,186473.74,162337.29,4.14,2022-06-16,2042-06-16,240,Current,0,ND,Refinance,Condo,652,0.4945,0.4139,Complete,2026-08-11T09:00:00Z,OriginationCore,AtlasLoanCare
LN-000371,BR-000759,Tara Reddy,832405.6,631691.65,5.08,2024-01-03,2034-01-02,120,90+ Days,135,MO,Construction,Condo,711,0.5252,0.1895,Missing,2026-07-13T09:00:00Z,OriginationCore,ServicerX
LN-000372,BR-002283,Arjun Nair,491768.44,348639.33,6.773,2025-03-03,2050-03-04,300,Current,0,MO,CashOutRefi,Townhouse,733,0.8049,0.3905,Pending,2026-08-08T09:00:00Z,OriginationCore,ServicerX
LN-000373,BR-001949,Aditya Mehta,297000.93,188021.01,3.147,07-31-2024,2051-11-03,360,90+ Days,176,NY,Purchase,Townhouse,692,0.6875,0.3868,Complete,2026-08-22T09:00:00Z,OriginationCore,MeridianServicing
LN-000374,BR-000816,Ishita Bose,680217.34,424617.66,9.842,2025-04-07,2050-04-08,300,Default,284,DE,Refinance,Townhouse,765,0.6745,0.4177,Complete,2026-08-03T09:00:00Z,OriginationCore,AtlasLoanCare
LN-000375,BR-002095,Divya Kapoor,352682.71,341418.41,11.832,2021-12-01,2041-12-01,240,Current,0,DE,CashOutRefi,Townhouse,707,0.527,0.4798,Complete,2026-07-26T09:00:00Z,OriginationCore,AtlasLoanCare
LN-000376,BR-001340,Ananya Joshi,473414.67,297684.14,10.153,2025-08-22,2035-08-22,120,Current,0,WI,Purchase,Townhouse,782,0.6563,0.2527,Complete,2026-07-19T09:00:00Z,OriginationCore,AtlasLoanCare
LN-000377,BR-000130,Manav Reddy,738059.36,411671.04,7.412,2022-07-21,2042-07-21,240,Current,0,MO,Construction,Townhouse,589,0.4181,0.3448,Pending,2026-07-09T09:00:00Z,OriginationCore,MeridianServicing
